,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System,System,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),iMC0 NM read hit rate,iMC1 NM read hit rate,iMC2 NM read hit rate,iMC3 NM read hit rate,Memory (MB/s),Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),iMC0 NM read hit rate,iMC1 NM read hit rate,iMC2 NM read hit rate,iMC3 NM read hit rate,Memory (MB/s),DRAMRead,DRAMWrite,PMMREAD,PMMWrite,Read,Write,Memory
2023-02-23,12:16:17.836,   35.10,   10.78,    0.00,    0.00,,,,,,,,,   31.10,    7.90,    0.00,    0.00,,,,,,,,,   66.20,   18.68,    0.00,    0.00,    0.99,    0.99,    0.00,    0.00,   84.88, 1679.20,  110.90,    0.00,    0.00, 1661.68,   94.37,    0.00,    0.00,,,,, 1653.47,   80.47,    0.00,    0.00, 1655.87,   66.91,    0.00,    0.00,,,,, 6650.21,  352.65,    0.00,    0.00,    0.98,    0.98,    0.00,    0.00, 7002.86,   6716.41,    371.33,      0.00,      0.00,   6716.41,    371.33,   7087.74
2023-02-23,12:16:17.845,   25.11,   12.21,    0.00,    0.00,,,,,,,,,   16.12,    6.09,    0.00,    0.00,,,,,,,,,   41.23,   18.30,    0.00,    0.00,    0.98,    0.97,    0.00,    0.00,   59.53, 1506.25,   80.95,    0.00,    0.00, 1494.23,   74.85,    0.00,    0.00,,,,, 1499.59,   80.66,    0.00,    0.00, 1501.62,   88.92,    0.00,    0.00,,,,, 6001.70,  325.38,    0.00,    0.00,    0.98,    0.98,    0.00,    0.00, 6327.08,   6042.92,    343.69,      0.00,      0.00,   6042.92,    343.69,   6386.61
2023-02-23,12:16:17.856,   75.57,    9.95,    0.00,    0.00,,,,,,,,,   70.34,    7.82,    0.00,    0.00,,,,,,,,,  145.90,   17.77,    0.00,    0.00,    0.99,    0.99,    0.00,    0.00,  163.67, 1535.62,  106.37,    0.00,    0.00, 1500.04,   67.36,    0.00,    0.00,,,,, 1518.85,   80.44,    0.00,    0.00, 1517.29,   85.34,    0.00,    0.00,,,,, 6071.80,  339.50,    0.00,    0.00,    0.98,    0.98,    0.00,    0.00, 6411.30,   6217.70,    357.27,      0.00,      0.00,   6217.70,    357.27,   6574.98
2023-02-23,12:16:17.867,   64.03,   14.20,    0.00,    0.00,,,,,,,,,   58.69,   11.28,    0.00,    0.00,,,,,,,,,  122.72,   25.48,    0.00,    0.00,    0.99,    0.99,    0.00,    0.00,  148.20, 1611.13,  102.65,    0.00,    0.00, 1606.05,  105.58,    0.00,    0.00,,,,, 1605.54,   89.38,    0.00,    0.00, 1605.53,   96.44,    0.00,    0.00,,,,, 6428.25,  394.05,    0.00,    0.00,    0.98,    0.98,    0.00,    0.00, 6822.30,   6550.97,    419.53,      0.00,      0.00,   6550.97,    419.53,   6970.50
2023-02-23,12:16:17.876,   58.27,   14.60,    0.00,    0.00,,,,,,,,,   55.75,   12.42,    0.00,    0.00,,,,,,,,,  114.02,   27.02,    0.00,    0.00,    0.99,    0.99,    0.00,    0.00,  141.04, 1516.51,   95.44,    0.00,    0.00, 1501.06,   74.43,    0.00,    0.00,,,,, 1505.67,   77.59,    0.00,    0.00, 1520.79,   97.43,    0.00,    0.00,,,,, 6044.03,  344.88,    0.00,    0.00,    0.98,    0.98,    0.00,    0.00, 6388.91,   6158.04,    371.90,      0.00,      0.00,   6158.04,    371.90,   6529.95
2023-02-23,12:16:17.887,   23.62,   11.12,    0.00,    0.00,,,,,,,,,   17.20,    9.02,    0.00,    0.00,,,,,,,,,   40.82,   20.15,    0.00,    0.00,    0.98,    0.97,    0.00,    0.00,   60.97, 1458.31,  103.77,    0.00,    0.00, 1438.74,   68.42,    0.00,    0.00,,,,, 1458.85,  106.96,    0.00,    0.00, 1443.51,   74.27,    0.00,    0.00,,,,, 5799.41,  353.41,    0.00,    0.00,    0.98,    0.98,    0.00,    0.00, 6152.82,   5840.23,    373.56,      0.00,      0.00,   5840.23,    373.56,   6213.79
2023-02-23,12:16:17.898,   15.81,    9.00,    0.00,    0.00,,,,,,,,,   10.98,    6.23,    0.00,    0.00,,,,,,,,,   26.79,   15.23,    0.00,    0.00,    0.96,    0.95,    0.00,    0.00,   42.02, 1685.11,   80.14,    0.00,    0.00, 1696.68,  109.68,    0.00,    0.00,,,,, 1685.64,   82.06,    0.00,    0.00, 1683.48,   76.29,    0.00,    0.00,,,,, 6750.92,  348.17,    0.00,    0.00,    0.98,    0.98,    0.00,    0.00, 7099.08,   6777.71,    363.40,      0.00,      0.00,   6777.71,    363.40,   7141.11
2023-02-23,12:16:17.907, 1122.68,   15.52,    0.00,    0.00,,,,,,,,, 1136.53,   43.12,    0.00,    0.00,,,,,,,,, 2259.21,   58.64,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 2317.85, 1161.26,   82.77,    0.00,    0.00, 1146.02,   60.37,    0.00,    0.00,,,,, 1147.86,   61.88,    0.00,    0.00, 1140.26,   50.22,    0.00,    0.00,,,,, 4595.41,  255.24,    0.00,    0.00,    0.97,    0.97,    0.00,    0.00, 4850.64,   6854.61,    313.88,      0.00,      0.00,   6854.61,    313.88,   7168.49
2023-02-23,12:16:17.918, 3002.04,   84.63,    0.00,    0.00,,,,,,,,, 2979.50,   43.05,    0.00,    0.00,,,,,,,,, 5981.53,  127.68,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 6109.21,  447.92,   36.82,    0.00,    0.00,  447.16,   33.21,    0.00,    0.00,,,,,  447.81,   35.47,    0.00,    0.00,  447.92,   36.39,    0.00,    0.00,,,,, 1790.81,  141.89,    0.00,    0.00,    0.94,    0.94,    0.00,    0.00, 1932.70,   7772.35,    269.57,      0.00,      0.00,   7772.35,    269.57,   8041.91
2023-02-23,12:16:17.929, 3011.33,   60.18,    0.00,    0.00,,,,,,,,, 3005.60,   55.66,    0.00,    0.00,,,,,,,,, 6016.93,  115.84,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 6132.77,  644.52,   57.25,    0.00,    0.00,  640.81,   41.36,    0.00,    0.00,,,,,  645.24,   50.00,    0.00,    0.00,  637.74,   42.48,    0.00,    0.00,,,,, 2568.32,  191.08,    0.00,    0.00,    0.95,    0.95,    0.00,    0.00, 2759.40,   8585.25,    306.92,      0.00,      0.00,   8585.25,    306.92,   8892.17
2023-02-23,12:16:17.938, 3219.48,   70.96,    0.00,    0.00,,,,,,,,, 3185.40,   54.02,    0.00,    0.00,,,,,,,,, 6404.88,  124.99,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 6529.86,  335.76,   32.22,    0.00,    0.00,  331.87,   28.17,    0.00,    0.00,,,,,  327.55,   29.24,    0.00,    0.00,  324.18,   26.16,    0.00,    0.00,,,,, 1319.35,  115.80,    0.00,    0.00,    0.97,    1.00,    0.00,    0.00, 1435.15,   7724.23,    240.78,      0.00,      0.00,   7724.23,    240.78,   7965.01
